nom,vietnamese_clean,source,file_name
至於洪順六年又命少保禮部尙書東閣大學士兼國子監祭酒知經筵事󰦛書伯黎嵩𢮪大越通鑑總論可謂篤志於史學而其是非亦不䏻逃於公議矣,chí ư hồng thuận lục niên hựu mệnh thiếu bảo lễ bộ thượng thư đông các đại học sĩ kiêm quốc tử giám tế tửu tri kinh diên sự đôn thư bá lê tung soạn đại việt thông giám tổng luận khả vị đốc chí ư sử học nhi kì thị phi diệc bất năng đào ư công nghị hĩ,DVSKTT,DVSKTT-1.txt
昭文舘秀林局鄧鳴謙作詠史詩集亦可謂䏻求諷詠於詩而考見其得失矣,chiêu văn quán tú lâm cục đặng minh khiêm tác vịnh sử thi tập diệc khả vị năng cầu phúng vịnh ư thi nhi khảo kiến kì đắc thất hĩ,DVSKTT,DVSKTT-1.txt
由是而觀編集國史者屢至再四但未刊板頒布致傳録錯繆不䏻無亥豕魚魯之失,do thị nhi quan biên tập quốc sử giả lũ chí tái tứ đán vị khan bản ban bố trí truyền lục thác mậu bất năng vô hợi thỉ ngư lỗ chi thất,DVSKTT,DVSKTT-1.txt
若不委之板正何以洗相沿之故習㢤,nhược bất uỷ chi bản chính hà dĩ tẩy tương duyên chi cố tập tai,DVSKTT,DVSKTT-1.txt
公鄭根典司政本講求治理深知夫史乃正當時之名分示來世之勸懲,công trịnh căn điển tư chính bản giảng cầu trị lí thâm tri phù sử nãi chính đương thời chi danh phận thị lai thế chi khuyến trừng,DVSKTT,DVSKTT-1.txt
神宗淵皇帝萬慶年間述為成書鋟梓頒行,thần tông uyên hoàng đế vạn khánh niên gian thuật vi thành thư tẩm tử ban hành,DVSKTT,DVSKTT-1.txt
臣等自知󰔹線其才甕天其見目不業侯萬軸骨不世南秘書其才又出於黎鄧諸君子之下安敢馳鶩於數千載之上以僃補綴者㢤,thần đẳng tự tri miệt tuyến kì tài ủng thiên kì kiến mục bất nghiệp hầu vạn trục cốt bất thế nam bí thư kì tài hựu xuất ư lê đặng chư quân tử chi hạ an cảm trì vụ ư sổ thiên tải chi thượng dĩ bị bổ xuyết giả tai,DVSKTT,DVSKTT-1.txt
然既叨承成命不敢以淺拙辭,nhiên kí thao thừa thành mệnh bất cảm dĩ thiển chuyết từ,DVSKTT,DVSKTT-1.txt
因共加蒐獵間見抄録遺舛字義蹇澁乃推尋意義之中補輯一二使讀者易曉非敢妄為附會臆説,nhân cộng gia sưu liệp gian kiến sao lục di suyễn tự nghĩa kiển sáp nãi suy tầm ý nghĩa chi trung bổ tập nhất nhị sử độc giả dị hiểu phi cảm vọng vi phụ hội ức thuyết,DVSKTT,DVSKTT-1.txt
國朝太祖髙皇帝為本紀全書並依如前史臣吳士連武瓊等之所着述也,quốc triều thái tổ cao hoàng đế vi bản kỉ toàn thư tịnh y như tiền sử thần ngô sĩ liên vũ quỳnh đẳng chi sở trước thuật dã,DVSKTT,DVSKTT-1.txt
其自國朝太宗至恭皇則因前書所載題曰本紀實録,kì tự quốc triều thái tông chí cung hoàng tắc nhân tiền thư sở tải đề viết bản kỉ thực lục,DVSKTT,DVSKTT-1.txt
又參究登柄野史及畧取當時所献各遺編述自國朝庄宗裕皇帝至神宗淵皇帝增入國史命曰大𧻗史記本紀續編,hựu tham cứu đăng bính dã sử cập lược thủ đương thời sở hiến các di biên thuật tự quốc triều trang tông dụ hoàng đế chí thần tông uyên hoàng đế tăng nhập quốc sử mệnh viết đại việt sử kí bản kỉ tục biên,DVSKTT,DVSKTT-1.txt
總分爲二十三卷,tổng phân vi nhị thập tam quyển,DVSKTT,DVSKTT-1.txt
凣所續編其繋年之下非正統者及北朝年號皆两行分註,phàm sở tục biên kì hệ niên chi hạ phi chính thống giả cập bắc triều niên hiệu giai lưỡng hành phân chú,DVSKTT,DVSKTT-1.txt
一遵前史書式,nhất tuân tiền sử thư thức,DVSKTT,DVSKTT-1.txt
皆所以尊正統而黜僭偽󰁮大綱而昭監戒耳,giai sở dĩ tôn chính thống nhi truất tiếm nguỵ cử đại cương nhi chiêu giám giới nhĩ,DVSKTT,DVSKTT-1.txt
間或字義之未精句法之未當幸賴博洽諸君子補正之使人知是史之作其言正治亦古史之尙書其寓褒貶亦魯史之春秋󰱃有補於治道有裨於風教是亦考正之一助云,gian hoặc tự nghĩa chi vị tinh câu pháp chi vị đáng hạnh lại bác hiệp chư quân tử bổ chính chi sử nhân tri thị sử chi tác kì ngôn chính trị diệc cổ sử chi thượng thư kì ngụ bao biếm diệc lỗ sử chi xuân thu thứ hữu bổ ư trị đạo hữu bì ư phong giáo thị diệc khảo chính chi nhất trợ vân,DVSKTT,DVSKTT-1.txt
景治三年歳在乙巳仲秋節榖日,cảnh trị tam niên tuế tại ất tị trọng thu tiết cốc nhật,DVSKTT,DVSKTT-1.txt
賜戊辰科同進士出身參從吏部尙書兼東閣大𭓇士少保燕郡公臣范公著奉編,tứ mậu thìn khoa đồng tiến sĩ xuất thân tham tụng lại bộ thượng thư kiêm đông các đại học sĩ thiếu bảo yên quận công thần phạm công trứ phụng biên,DVSKTT,DVSKTT-1.txt
大越史記外紀全書,đại việt sử kí ngoại kỉ toàn thư,DVSKTT,DVSKTT-1.txt
史以記事也而事之得失為将來之鑒戒,sử dĩ kí sự dã nhi sự chi đắc thất vi tương lai chi giám giới,DVSKTT,DVSKTT-1.txt
古者列國各有史如魯之春秋晉之擣杌楚之乘是已大越居五嶺之南乃天限南北也,cổ giả liệt quốc các hữu sử như lỗ chi xuân thu tấn chi đào ngột sở chi thặng thị dĩ đại việt cư ngũ lĩnh chi nam nãi thiên hạn nam bắc dã,DVSKTT,DVSKTT-1.txt
其始祖出於神農氏之後乃天啟真主也所以䏻與北朝各帝一方焉,kì thuỷ tổ xuất ư thần nông thị chi hậu nãi thiên khải chân chủ dã sở dĩ năng dữ bắc triều các đế nhất phương yên,DVSKTT,DVSKTT-1.txt
奈史籍闕於紀載而事實出於傳聞文涉恠誕事或遺忘以至謄寫之失真紀録之繁冗徒為嵬目将何鑒焉,nại sử tịch khuyết ư kỉ tải nhi sự thực xuất ư truyền văn văn thiệp quái đản sự hoặc di vong dĩ chí đằng tả chi thất chân kỉ lục chi phồn nhũng đồ vi ngôi mục tương hà giám yên,DVSKTT,DVSKTT-1.txt
李招皇初年,lý chiêu hoàng sơ niên,DVSKTT,DVSKTT-1.txt
本朝仁宗又命修史潘孚先續編自陳太宗以下至明人睘國皆以大越史記名,bản triều nhân tông hựu mệnh tu sử phan phu tiên tục biên tự trần thái tông dĩ hạ chí minh nhân hoàn quốc giai dĩ đại việt sử kí danh,DVSKTT,DVSKTT-1.txt
然後歷代事蹟彰可鑒,nhiên hậu lịch đại sự tích chương chương khả giám,DVSKTT,DVSKTT-1.txt
文休陳時大手筆也孚先聖朝故老人也皆奉詔編其本國之史旁蒐遺史會輯成書史後之覽者無遺憾焉可也,văn hưu trần thời đại thủ bút dã phu tiên thánh triều cố lão nhân dã giai phụng chiếu biên kì bản quốc chi sử bàng sưu di sử hội tập thành thư sử hậu chi lãm giả vô di hám yên khả dã,DVSKTT,DVSKTT-1.txt
而記志猶有未僃義例猶有未當文字猶有未安讀者不能無憾焉,nhi kí chí do hữu vị bị nghĩa lệ do hữu vị thường văn tự do hữu vị an độc giả bất năng vô hám yên,DVSKTT,DVSKTT-1.txt
獨胡宗鷟越史綱目有作書事慎重而有法評事切當而不冗殆亦庶幾,độc hồ tông thốc việt sử cương mục hữu tác thư sự thận trọng nhi hữu pháp phê sự thiết đáng nhi bất nhũng đãi diệc thứ cơ,DVSKTT,DVSKTT-1.txt
火之後其書不傳,hoả chi hậu kì thư bất truyền,DVSKTT,DVSKTT-1.txt
盖成之至難,cái thành chi chí nan,DVSKTT,DVSKTT-1.txt
意若有待,ý nhược hữu đãi,DVSKTT,DVSKTT-1.txt
皇上中興崇儒重道儒典考文廼於光順年間詔求也史及家人所藏古今傳記悉令奏進以僃參考,hoàng thượng trung hưng sùng nho trọng đạo thuần điển khảo văn nãi ư quang thuận niên gian chiếu cầu dã sử cập gia nhân sở tàng cổ kim truyền kí tất lệnh tấu tiến dĩ bị tham khảo,DVSKTT,DVSKTT-1.txt
又命儒臣討論編次臣前在史院嘗預焉及再入也而其書已上進藏之東閤莫得之見,hựu mệnh nho thần thảo luận biên thứ thần tiền tại sử viện thường dự yên cập tái nhập dã nhi kì thư dĩ thượng tiến tàng chi đông các mạc đắc chi kiến,DVSKTT,DVSKTT-1.txt
竊自惟念幸祭明時漸無補報輙不自揆取先正二書校正編摩增入外紀一卷凣若干卷名曰大越史記全書,thiết tự duy niệm hạnh tế minh thời tiềm vô bổ báo triếp bất tự quỹ thủ tiên chính nhị thư hiệu chính biên ma tăng nhập ngoại kỉ nhất quyển phàm nhược can quyển danh viết đại việt sử kí toàn thư,DVSKTT,DVSKTT-1.txt
遺忘者補之例有未當者正之文有未安者改之間有𦎍惡可以勸懲者贅鄙見於其後,di vong giả bổ chi lệ hữu vị đáng giả chính chi văn hữu vị an giả cải chi gian hữu thiện ác khả dĩ khuyên trừng giả chuế bỉ kiến ư kì hậu,DVSKTT,DVSKTT-1.txt
極知僭妄罪無所逃然職在當為不敢以才識謭陋為辭,cực tri tiếm vọng tội vô sở đào nhiên chức tại đương vi bất cảm dĩ tài thức tiễn lậu vi từ,DVSKTT,DVSKTT-1.txt
謹編定成書留之史舘,cẩn biên định thành thư lưu chi sử quán,DVSKTT,DVSKTT-1.txt
雖未能公是於萬年猶足資󰏲考之一助云,tuy vị năng công thị ư vạn niên do túc tư kê khảo chi nhất trợ vân,DVSKTT,DVSKTT-1.txt
洪德十年歳在己亥冬至節,hồng đức thập niên tuế tại kỉ hợi đông chí tiết,DVSKTT,DVSKTT-1.txt
擬進大越史記全書,nghĩ tiến đại việt sử kí toàn thư,DVSKTT,DVSKTT-1.txt
禮部右侍郎朝列大夫兼國子監司業兼史官修撰臣吳士連兹者伏𫎇聖恩除臣舘職臣取前大越史記二書參以野史輯成大越史記全書謹謄為十五卷奏進,lễ bộ hữu thị lang triều liệt đại phu kiêm quốc tử giám tư nghiệp kiêm sử quan tu soạn thần ngô sĩ liên tư giả phục mông thánh ân trừ thần quán chức thần thủ tiền đại việt sử kí nhị thư tham dĩ dã sử tập thành đại việt sử kí toàn thư cẩn đằng vi thập ngũ quyển tấu tiến,DVSKTT,DVSKTT-1.txt
文風大振適當景運之興史筆重修載纂歷朝之紀,văn phong đại chấn thích đương cảnh vận chi hưng sử bút trùng tu tải toản lịch triều chi kỉ,DVSKTT,DVSKTT-1.txt
俯殫管見󰱆達隆知,phủ đan quản kiến cốt đạt long tri,DVSKTT,DVSKTT-1.txt
臣竊惟古有信書國之大典所以紀國綂之離所以明治化之隆污,thần thiết duy cổ hữu tín thư quốc chi đại điển sở dĩ kỉ quốc thống chi li hợp sở dĩ minh trị hoá chi long ô,DVSKTT,DVSKTT-1.txt
盖欲垂監戒於将來𡸈特著幾徵於既徃,cái dục thuỳ giám giới ư tương lai khởi đặc trước kỉ trưng ư kí vãng,DVSKTT,DVSKTT-1.txt
必善惡具形褒貶始足示於勸懲,tất thiện ác cụ hình bao biếm thuỷ túc thị ư khuyến trừng,DVSKTT,DVSKTT-1.txt
必翰墨久役心神方可觀於著述非苟作者𡸈易言哉,tất hàn mặc cửu dịch tâm thần phương khả quan ư trước thuật phi cẩu tác giả khởi dị ngôn tai,DVSKTT,DVSKTT-1.txt
鷖大越史記之書載前代帝王之正,y đại việt sử kí chi thư tải tiền đại đế vương chi chính,DVSKTT,DVSKTT-1.txt
粤肇南󰘊之繼嗣實與北朝而抗衡,việt triệu nam bang chi kế tự thực dữ bắc triều nhi khanh hành,DVSKTT,DVSKTT-1.txt
天罔極英明之君六七作于古有光,thiên võng cực anh minh chi quân lục thất tác vu cổ hữu quang,DVSKTT,DVSKTT-1.txt
雖強弱時或不同而豪傑世未嘗乏,tuy cường nhược thời hoặc bất đồng nhi hào kiệt thế vị thường phạp,DVSKTT,DVSKTT-1.txt
觀之在昔厥有可󰏲,quan chi tại tích quyết hữu khả kê,DVSKTT,DVSKTT-1.txt
吳氏以前慨亂多而治少李氏而後漸世变以風移,ngô thị dĩ tiền khái loạn đa nhi trị thiểu lý thị nhi hậu tiềm thế biến dĩ phong di,DVSKTT,DVSKTT-1.txt
夫極治者亂生而履霜者氷至,phù cực trị giả loạn sinh nhi lý sương giả băng chí,DVSKTT,DVSKTT-1.txt
賊臣因之盜㨿敵國以是來侵,tặc thần nhân chi đạo cứ địch quốc dĩ thị lai xâm,DVSKTT,DVSKTT-1.txt
满地干戈莫匪狂明之㓂一國圖籍翻為洁劫之灰,mãn địa can qua mạc phỉ cuồng minh chi khấu nhất quốc đồ tịch phiên vi khiết kiếp chi hôi,DVSKTT,DVSKTT-1.txt
欲求事跡於煨烬之餘難免是非於亥豕之辨,dục cầu sự tích ư ổi tẫn chi dư nan miễn thị phi ư hợi thỉ chi biện,DVSKTT,DVSKTT-1.txt
於皇昭代思釆陳編下明詔以購求蒐散書而萃集,ư hoàng chiêu đại tư thái trần biên hạ minh chiếu dĩ cấu cầu sưu tán thư nhi tuỵ tập,DVSKTT,DVSKTT-1.txt
勑儒臣縂裁潤色,sắc nho thần tổng tài nhuận sắc,DVSKTT,DVSKTT-1.txt
務兹簡實捐彼浮華,vụ tư giản thực quyên bỉ phù hoa,DVSKTT,DVSKTT-1.txt
臣當直舘之初得預濡毫之列,thần đương trực quán chi sơ đắc dự nhu hào chi liệt,DVSKTT,DVSKTT-1.txt
倐遭家禍莫覩成書,thúc tao gia hoạ mạc đổ thành thư,DVSKTT,DVSKTT-1.txt
念夙志之未酧釆羣言而增校,niệm túc chí chi vị thù thái quần ngôn nhi tăng hiệu,DVSKTT,DVSKTT-1.txt
僃歷代君臣之蹟明古今治亂之原,bị lịch đại quân thần chi tích minh cổ kim trị loạn chi nguyên,DVSKTT,DVSKTT-1.txt
歳周於上而天道明統正於下而人紀立,tuế chu ư thượng nhi thiên đạo minh thống chính ư hạ nhi nhân kỉ lập,DVSKTT,DVSKTT-1.txt
以至禮樂征伐與夫制度紀綱莫不正其謬訛補其闕畧,dĩ chí lễ nhạc chinh phạt dữ phu chế độ kỉ cương mạc bất chính kì mậu ngoa bổ kì khuyết lược,DVSKTT,DVSKTT-1.txt
間有䦕於風化附臆説以𭛁明,gian hữu quan ư phong hoá phụ ức duyệt dĩ phát minh,DVSKTT,DVSKTT-1.txt
名曰大越史記全書增入鴻庞蜀王外紀總若干卷今已成編,danh viết đại việt sử kí toàn thư tăng nhập hồng bàng thục vương ngoại kỉ tổng nhược can quyển kim dĩ thành biên,DVSKTT,DVSKTT-1.txt
事敢望謹嚴,sự cảm vọng cẩn nghiêm,DVSKTT,DVSKTT-1.txt
但於彜倫日用之常與其致知格物之學嘗於燕暇少僃覽觀,đãn ư di luân nhật dụng chi thường dữ kì trí tri cách vật chi học thường ư yến hạ thiểu bị lãm quan,DVSKTT,DVSKTT-1.txt
傳信傳疑期汗青之無愧繁辝繁事庶文献之足徵,truyền tín truyền nghi kì hãn thanh chi vô hồn phồn từ phồn sự thứ văn hiến chi túc trưng,DVSKTT,DVSKTT-1.txt
臣吳士連下情無任瞻天仰聖激切屏營之至謹装潢成帙封全隨表上進以聞,thần ngô sĩ liên hạ tình vô nhiệm chiêm thiên ngưỡng thánh kích thiết bình doanh chi chí cẩn trang hoàng thành trật phong toàn tuỳ biểu thượng tiến dĩ văn,DVSKTT,DVSKTT-1.txt
篡修大越史記全書凣例,soán tu đại việt sử kí toàn thư phàm lệ,DVSKTT,DVSKTT-1.txt
一是書之作本黎文休潘孚先大越史記二書參以北史野史傳至諸本及所傳授見聞考技編輯爲之,nhất thị thư chi tác bản lê văn hưu phan phu tiên đại việt sử ký nhị thư tham dĩ bắc sử dã sử truyện chí chư bản cập sở truyền thụ kiến văn khảo kĩ biên tập vi chi,DVSKTT,DVSKTT-1.txt
其記始於吳王者王我越人當南北分争之時䏻󰈫亂興󰘊以繼䧺王趙武之統故也今依武瓊所󰖠著本紀全書水自丁先皇以明其大一統也,kì kí thuỷ ư ngô vương giả vương ngã việt nhân đương nam bắc phân tranh chi thời năng phát loạn hưng bang dĩ kế hùng vương triệu vũ chi thống cố dã kim y vũ quỳnh sở thuật trước bản kỉ toàn thư tự đinh tiên hoàng dĩ minh kì đại nhất thống dã,DVSKTT,DVSKTT-1.txt
一歷代帝王在位久近前帝前王於某年創業以是年爲在位之首年至某年崩薨禪讓或弑後帝後王即位改元則是年猶爲前帝前王在位,nhất lịch đại đế vương tại vị cửu cận tiền đế tiền vương ư mỗ niên sáng nghiệp dĩ thị niên vi tại vị chi thủ niên chí mỗ niên băng hoăng thiền nhượng hoặc thí hậu đế hậu vương tức vị cải nguyên tắc thị niên do vi tiền đế tiền vương tại vị,DVSKTT,DVSKTT-1.txt
之末年,chi mạt niên,DVSKTT,DVSKTT-1.txt
